"Площадь, м²",Комнаты,Местоположение,Состояние,Тип дома,Этаж,Год постройки,Потолки,Цена
41.0,1.0,3,4,2,27,1993.0,2.86,26500000
76.0,2.0,3,2,0,29,2014.0,2.86,50000000
45.0,2.0,3,4,3,0,1964.0,2.86,28000000
78.0,3.0,3,4,3,28,1993.0,2.86,55000000
56.0,3.0,3,4,3,23,1968.0,2.86,36000000
39.0,2.0,3,3,1,0,1972.0,2.86,17450000
47.0,1.0,3,0,2,27,2014.0,2.86,29500000
98.0,2.0,3,4,2,28,2007.0,2.86,60000000
125.0,3.0,3,0,2,26,2006.0,2.86,90000000
32.0,1.0,3,0,3,0,1965.0,2.7,21200000
80.0,2.0,3,2,1,0,2004.0,2.86,45000000
42.0,1.0,3,4,3,19,1981.0,2.86,34000000
56.0,3.0,3,3,3,19,1979.0,2.86,31000000
53.0,2.0,3,2,2,11,2006.0,2.86,39000000
111.0,3.0,3,0,2,27,2009.0,3.1,73000000
39.0,1.0,3,0,2,29,2019.0,2.86,31000000
41.2,1.0,3,4,3,19,1994.0,2.86,31000000
28.8,1.0,3,3,3,23,1972.0,2.86,23000000
28.8,1.0,3,3,3,23,1972.0,2.86,23000000
38.0,1.0,3,4,2,19,2001.0,2.86,25000000
55.0,2.0,3,4,2,28,2019.0,2.86,37000000
43.0,1.0,3,4,2,2,2023.0,2.86,35000000
59.0,3.0,3,4,3,11,1978.0,2.86,33000000
32.0,1.0,3,4,3,0,1968.0,2.86,25000000
57.0,2.0,3,0,3,0,1987.0,2.86,34500000
43.5,2.0,3,0,3,23,1971.0,2.86,25700000
43.5,2.0,3,0,3,23,1971.0,2.86,25700000
60.0,3.0,3,0,3,23,1968.0,2.86,29200000
60.0,3.0,3,0,3,23,1968.0,2.86,29200000
42.9,2.0,3,4,3,0,1967.0,2.86,28000000
63.0,3.0,3,5,2,29,2023.0,2.86,33000000
83.1,4.0,3,2,3,24,1990.0,2.86,44850271
61.0,3.0,3,4,3,23,1967.0,2.86,47000000
64.6,3.0,3,4,3,0,1986.0,2.86,48000000
44.0,1.0,3,4,2,26,2005.0,2.86,28000000
42.0,2.0,3,4,3,19,1984.0,2.86,31000000
50.0,2.0,3,4,3,24,1990.0,2.86,33000000
72.0,3.0,3,4,3,28,1989.0,2.86,43000000
62.0,2.0,3,2,2,24,2009.0,2.86,43000000
57.0,3.0,3,2,3,19,1966.0,2.86,35000000
53.2,2.0,3,4,2,3,2000.0,2.86,35000000
36.0,1.0,3,4,1,0,1991.0,2.86,26000000
43.0,1.0,3,4,3,28,1993.0,2.86,32000000
82.0,4.0,3,3,3,19,1993.0,2.86,56000000
42.0,1.0,3,4,3,11,1994.0,2.86,29900000
43.0,2.0,3,4,3,11,1970.0,2.86,26800000
43.0,1.0,3,4,2,29,2013.0,2.86,34500000
44.0,1.0,3,4,2,28,2014.0,2.86,33000000
50.0,1.0,3,4,2,5,2014.0,2.86,36500000
36.0,1.0,3,4,2,2,2017.0,2.86,30000000
56.0,2.0,3,5,2,27,2024.0,2.86,27000000
45.0,1.0,3,4,2,11,2018.0,2.86,35000000
43.0,1.0,3,4,2,0,2016.0,2.86,36000000
40.0,1.0,3,4,3,28,1989.0,2.86,31000000
85.0,4.0,3,4,3,19,1992.0,2.86,53000000
65.0,2.0,3,4,2,0,1986.0,2.86,45000000
56.0,3.0,3,2,3,0,1971.0,2.86,34500000
70.0,3.0,3,4,3,27,1989.0,2.86,43000000
36.6,1.0,3,2,3,29,1982.0,2.86,22000000
75.0,3.0,3,4,1,28,1994.0,2.86,50000000
44.3,1.0,3,0,2,24,2019.0,2.86,28500000
92.0,4.0,3,0,3,19,1993.0,2.8,61000000
43.0,1.0,3,4,3,11,1992.0,2.86,32000000
46.0,2.0,3,2,3,19,1962.0,2.86,24000000
42.3,1.0,3,3,2,5,2023.0,2.86,32500000
32.0,1.0,3,0,2,3,2000.0,2.86,21000000
30.0,1.0,3,0,2,23,2018.0,2.86,18000000
59.1,3.0,3,4,3,19,1969.0,2.86,30000000
75.0,4.0,3,2,3,23,1972.0,2.86,45000000
17.4,1.0,3,4,3,23,1973.0,2.86,14500000
60.0,3.0,3,4,3,23,1963.0,2.86,27700000
60.0,3.0,3,0,3,11,1983.0,2.86,39000000
64.0,3.0,3,4,1,11,1983.0,2.86,43999900
40.0,1.0,3,4,2,27,1994.0,2.86,27500000
58.0,3.0,3,4,3,11,1968.0,2.86,36000000
74.0,3.0,3,4,1,11,1994.0,2.86,50000000
49.2,1.0,3,4,0,11,2019.0,2.86,40000000
53.0,2.0,3,1,2,19,2023.0,2.86,30000000
53.0,2.0,3,1,2,19,2023.0,2.86,30000000
72.0,3.0,3,3,1,24,1989.0,2.86,43500000
87.0,3.0,3,0,2,19,2018.0,2.86,62000000
44.0,1.0,3,4,2,7,2015.0,2.86,31000000
60.0,3.0,3,4,3,23,1963.0,2.86,28400000
165.0,4.0,3,3,2,26,2007.0,2.86,87000000
60.0,3.0,3,2,3,19,1968.0,2.86,28400000
74.0,3.0,3,2,3,23,1989.0,2.86,47000000
35.1,1.0,3,4,1,11,1974.0,2.86,25900000
74.0,2.0,3,5,2,11,2023.0,2.86,39500000
43.0,2.0,3,4,3,0,1968.0,2.86,24300000
50.2,2.0,3,4,2,29,2012.0,2.86,34500000
55.0,2.0,3,0,2,23,2008.0,2.86,45000000
43.0,2.0,3,2,3,19,1965.0,2.86,24300000
109.0,3.0,3,4,2,26,2011.0,2.86,65000000
44.0,1.0,3,1,2,24,2023.0,2.86,28500000
43.0,2.0,3,2,3,23,1963.0,2.86,22400000
43.0,2.0,3,2,3,0,1965.0,2.86,24400000
43.0,2.0,3,4,3,19,1963.0,2.86,24300000
42.0,1.0,3,4,3,11,1994.0,2.86,29900000
46.0,2.0,3,4,3,0,1967.0,2.86,24400000
58.6,3.0,3,4,3,11,1963.0,2.86,35500000
46.6,2.0,3,5,2,11,2024.0,2.86,8000000
49.8,2.0,3,4,2,27,2022.0,2.86,47600000
43.0,2.0,3,3,3,11,1969.0,2.86,22700000
52.0,1.0,3,4,2,11,2006.0,2.86,27900000
24.0,1.0,3,0,3,24,1988.0,2.86,10500000
44.0,1.0,3,4,2,26,2005.0,2.86,27999000
60.0,3.0,3,4,3,19,1965.0,2.86,37000000
21.0,1.0,3,0,1,0,1970.0,2.86,14000000
37.4,1.0,3,4,1,23,1970.0,2.86,23000000
46.35,1.0,3,5,2,0,2024.0,2.86,23900000
60.0,3.0,3,4,3,19,1969.0,2.86,48000000
64.0,3.0,3,4,3,0,1971.0,2.86,44000000
36.0,1.0,3,4,1,0,1991.0,2.86,25999000
18.0,1.0,3,2,3,23,1968.0,2.86,15000000
50.0,1.0,3,4,2,5,2014.0,2.86,36490000
36.0,1.0,3,4,2,2,2018.0,2.86,29999000
44.0,2.0,3,4,3,23,1964.0,2.86,26500000
104.0,4.0,3,4,2,27,2013.0,2.86,61000000
43.0,1.0,3,4,2,0,2018.0,2.86,35990000
47.0,1.0,3,4,2,27,2014.0,2.86,29500000
44.0,1.0,3,4,2,28,2014.0,2.86,32990000
17.0,1.0,3,3,3,11,1965.0,2.86,11700000
77.0,2.0,3,4,2,1,2012.0,2.86,65000000
42.0,1.0,3,4,3,11,1994.0,2.86,29890000
17.0,1.0,3,4,3,11,1977.0,2.86,13500000
27.9,1.0,3,2,3,19,1985.0,2.86,25000000
13.0,1.0,3,4,2,23,1969.0,2.86,9500000
59.0,3.0,3,4,3,0,1982.0,2.86,36500000
56.0,2.0,3,4,3,11,1983.0,2.86,33500000
72.0,3.0,3,4,3,0,1987.0,2.86,46000000
69.0,2.0,3,1,2,27,2022.0,2.86,35000000
30.8,1.0,3,0,3,19,1968.0,2.86,25000000
12.0,1.0,3,4,3,19,1973.0,2.86,12000000
32.3,1.0,3,0,3,23,1966.0,2.86,22000000
33.0,1.0,3,4,3,0,1977.0,2.86,21500000
13.5,1.0,3,4,3,23,1965.0,2.86,16600000
69.0,3.0,3,4,3,0,1983.0,2.86,40500000
44.0,1.0,3,4,2,26,2005.0,2.86,28000000
43.0,1.0,3,0,2,11,2013.0,2.86,29200000
115.2,3.0,3,4,2,7,2008.0,2.86,73000000
54.0,2.0,3,4,3,27,1989.0,2.86,41500000
32.4,1.0,3,2,1,19,1988.0,2.86,22500000
33.0,1.0,3,4,3,0,1968.0,2.86,23500000
54.0,2.0,3,4,3,24,1988.0,2.86,36000000
32.0,1.0,3,4,1,19,1988.0,2.86,23500000
32.4,1.0,3,4,3,0,1964.0,2.86,21000000
42.0,1.0,3,4,2,27,2019.0,2.86,29000000
32.5,1.0,3,0,3,11,1965.0,2.86,20500000
50.0,2.0,3,4,3,11,1989.0,2.86,40000000
29.3,1.0,3,2,3,0,1974.0,2.86,21000000
35.0,1.0,3,4,3,23,1994.0,2.86,26290000
125.3,3.0,3,4,2,7,2011.0,2.86,82511911
37.0,1.0,3,2,2,24,2002.0,2.86,26000000
51.0,1.0,3,4,2,11,2022.0,2.86,32800000
34.0,1.0,3,4,3,11,1975.0,2.86,20500000
67.2,2.0,3,4,2,24,2020.0,2.86,55000000
35.1,1.0,3,4,1,11,1974.0,2.86,26000000
40.0,1.0,3,4,3,11,1990.0,2.86,26500000
44.0,1.0,3,4,2,26,2005.0,2.86,28000000
46.7,2.0,3,2,3,0,1965.0,2.86,26500000
43.0,2.0,3,4,3,0,1981.0,2.86,28500000
111.5,4.0,3,4,1,19,1994.0,2.86,58800000
52.0,2.0,3,3,3,11,1987.0,2.86,29900000
52.0,2.0,3,0,3,24,1985.0,2.86,32500000
36.0,1.0,3,4,1,0,1964.0,2.86,19500000
87.0,4.0,3,4,3,11,1991.0,2.86,48000000
87.7,3.0,3,4,2,26,2014.0,2.86,61000000
36.0,1.0,3,4,2,2,2017.0,2.86,30000000
52.0,2.0,3,4,1,19,1972.0,2.86,38990000
42.0,1.0,3,4,3,11,1994.0,2.86,29900000
60.0,2.0,3,4,3,27,1995.0,2.86,38500000
72.0,3.0,3,4,3,23,1989.0,2.86,47000000
33.0,1.0,3,4,3,11,1970.0,2.86,22000000
44.0,1.0,3,4,2,7,2015.0,2.86,31000000
44.0,1.0,3,4,2,26,2005.0,2.86,28000000
58.0,3.0,3,4,3,23,1965.0,2.86,37000000
43.0,2.0,3,4,3,23,1963.0,2.86,28000000
33.0,1.0,3,4,3,0,1964.0,2.86,20700000
58.0,3.0,3,4,3,23,1965.0,2.86,37000000
43.0,2.0,3,4,3,23,1963.0,2.86,28000000
33.0,1.0,3,4,3,0,1964.0,2.86,20700000
45.0,1.0,3,4,2,11,2018.0,2.86,35000000
43.0,2.0,3,4,3,23,1971.0,2.86,26000000
42.6,2.0,3,0,3,11,1966.0,2.86,28000000
51.8,1.0,3,4,2,11,2006.0,2.86,27900000
35.1,1.0,3,4,1,11,1974.0,2.86,25900000
60.0,2.0,3,4,3,24,1991.0,2.86,40000000
36.0,1.0,3,4,3,11,1986.0,2.86,23000000
72.0,3.0,3,4,3,28,1993.0,2.86,42000000
70.0,3.0,3,4,3,11,1990.0,2.86,37000000
68.0,3.0,3,3,3,26,1983.0,2.86,35500000
72.0,3.0,3,4,3,26,1990.0,2.86,42900000
47.0,2.0,3,4,3,23,1967.0,2.86,29000000
48.0,1.0,3,4,2,27,2007.0,2.86,29000000
47.0,1.0,3,4,2,11,2006.0,2.86,35000000
43.1,1.0,3,5,2,24,2023.0,2.86,30000000
70.1,3.0,3,4,3,0,1984.0,2.86,65000000
58.0,2.0,3,4,3,27,1995.0,2.86,38490000
54.0,1.0,3,4,3,0,2001.0,2.86,38000000
59.0,3.0,3,2,3,19,1983.0,2.86,45000000
115.0,4.0,3,0,2,27,2016.0,2.86,75000000
96.0,3.0,3,4,2,23,2017.0,2.86,59700000
44.0,2.0,3,4,3,0,1965.0,2.86,28000000
42.0,1.0,3,4,3,24,1985.0,2.86,25500000
58.0,2.0,3,2,3,28,1990.0,2.86,36000000
40.0,1.0,3,4,3,24,1989.0,2.86,26900000
92.5,4.0,3,2,2,11,2010.0,2.86,57500000
45.0,2.0,3,4,3,23,1964.0,2.86,27000000
80.0,3.0,3,4,2,11,2012.0,2.86,64000000
55.0,2.0,3,4,2,19,2017.0,2.86,46000000
55.0,2.0,3,4,3,19,1969.0,2.86,32000000
50.0,2.0,3,2,2,29,2008.0,2.86,32000000
90.0,3.0,3,4,2,26,2008.0,2.86,63000000
58.0,3.0,3,0,3,19,1962.0,2.86,33000000
76.0,3.0,3,4,3,29,1994.0,2.86,55000000
44.0,1.0,3,4,2,7,2015.0,2.86,30990000
60.0,3.0,3,4,2,23,2020.0,2.86,50000000
65.0,2.0,3,4,2,27,2021.0,2.86,45500000
41.8,2.0,3,2,2,11,1990.0,2.86,27000000
51.0,1.0,3,0,2,29,2018.0,2.86,32999999
61.0,2.0,3,4,3,26,1992.0,2.86,40500000
58.3,2.0,3,4,2,24,2005.0,2.86,42500000
52.0,1.0,3,0,2,26,2009.0,2.86,42000000
60.0,3.0,3,2,3,19,1969.0,2.7,33000000
87.0,4.0,3,4,3,19,1994.0,2.86,52000000
68.0,3.0,3,0,1,11,1989.0,2.86,35500000
105.0,3.0,3,4,2,24,2015.0,2.86,65000000
49.0,2.0,3,4,3,19,1992.0,2.86,31000000
100.0,4.0,3,4,2,29,1996.0,2.86,54500000
61.0,3.0,3,4,2,29,2015.0,2.86,57000000
120.0,3.0,3,4,2,23,2007.0,2.86,67000000
75.8,3.0,3,4,2,24,2012.0,2.86,45000000
72.0,3.0,3,4,3,0,1988.0,2.86,43000000
89.0,3.0,3,5,2,0,2018.0,2.86,49000000
76.3,3.0,3,4,3,0,1990.0,2.86,45500000
72.0,3.0,3,4,3,19,1992.0,2.86,42000000
42.0,1.0,3,4,3,24,1990.0,2.86,24000000
41.0,2.0,3,4,3,0,1969.0,2.86,27000000
46.0,1.0,3,1,1,29,2024.0,2.86,26000000
46.0,2.0,3,4,3,23,1967.0,2.86,30000000
31.0,1.0,3,4,3,11,1969.0,2.86,22000000
90.0,3.0,3,0,2,27,2019.0,2.86,73000000
92.0,4.0,3,0,3,27,1990.0,2.86,50500000
78.0,3.0,3,4,3,29,1990.0,2.86,51000000
42.0,2.0,3,4,1,23,1972.0,2.86,19000000
55.0,2.0,3,4,3,24,1990.0,2.86,25700000
75.0,4.0,3,3,3,23,1968.0,2.86,32500000
59.0,3.0,3,4,3,23,1968.0,2.86,47000000
102.0,3.0,3,4,2,24,2014.0,2.86,64700000
98.6,3.0,3,4,2,19,2009.0,2.86,59000000
56.0,2.0,3,4,3,24,1995.0,2.86,35000000
81.0,4.0,3,4,3,24,1987.0,2.86,50800000
70.0,3.0,3,4,1,11,1964.0,2.86,45000000
33.0,1.0,3,4,3,0,1977.0,2.86,21500000
43.2,2.0,3,0,3,19,1967.0,2.86,32000000
66.4,2.0,3,4,2,28,2010.0,2.86,44500000
60.0,3.0,3,4,3,23,1963.0,2.86,40500000
33.4,1.0,3,4,1,24,1984.0,2.86,27000000
70.0,3.0,3,4,1,11,1964.0,2.86,46000000
60.0,3.0,3,4,3,19,1970.0,2.86,34300000
61.0,2.0,3,0,2,23,2022.0,2.86,41000000
42.0,1.0,3,4,3,24,1994.0,2.86,26000000
41.5,1.0,3,4,3,11,1986.0,2.86,27999999
60.0,3.0,3,4,3,23,1968.0,2.86,29500000
43.0,2.0,3,2,3,19,1970.0,2.86,24700000
109.0,3.0,3,4,2,4,2013.0,2.86,58700000
33.0,1.0,3,1,2,29,2023.0,2.86,21000000
24.0,1.0,3,2,3,0,1978.0,2.86,12500000
35.0,1.0,3,0,1,23,1974.0,2.86,26500000
56.2,2.0,3,4,2,1,2007.0,2.86,43000000
33.0,1.0,3,4,3,23,1975.0,2.86,25400000
72.0,3.0,3,2,3,26,1990.0,2.86,44500000
31.0,1.0,3,3,3,0,1986.0,2.86,22500000
51.0,2.0,3,4,3,19,1987.0,2.86,35000000
80.0,3.0,3,0,2,26,2007.0,2.86,61500000
97.0,4.0,3,4,3,27,1991.0,2.86,68000000
65.0,2.0,3,4,2,24,2017.0,2.86,55000000
35.1,1.0,3,4,1,11,1974.0,2.86,25900000
35.1,1.0,3,4,1,11,1974.0,2.86,25900000
98.0,3.0,3,4,2,27,2019.0,2.86,68800000
84.0,4.0,3,3,3,11,1991.0,2.86,48000000
100.0,4.0,3,0,2,26,1991.0,2.86,54000000
52.0,2.0,3,1,2,24,2023.0,2.86,50000000
16.0,1.0,3,4,1,19,1985.0,2.86,15000000
48.0,1.0,3,0,2,24,2023.0,2.86,32000000
120.0,3.0,3,4,2,24,2010.0,2.86,72000000
31.0,1.0,3,4,3,24,1974.0,2.86,21000000
45.0,2.0,3,0,3,0,1967.0,2.86,27000000
50.0,2.0,3,0,1,11,1980.0,2.86,42000000
65.0,3.0,3,0,3,11,1971.0,2.86,35000000
72.6,3.0,3,4,3,23,1998.0,2.86,50000000
79.0,3.0,3,4,2,23,2007.0,2.86,50000000
72.0,3.0,3,4,3,28,1993.0,2.86,42000000
41.0,1.0,3,4,3,11,1989.0,2.86,31500000
32.0,1.0,3,4,1,19,1988.0,2.86,23500000
64.0,2.0,3,5,2,4,2023.0,2.86,44900000
40.0,1.0,3,0,3,23,1994.0,2.86,28000000
55.0,2.0,3,4,2,29,2007.0,2.86,31000000
44.0,2.0,3,2,3,19,1969.0,2.86,28000000
59.8,3.0,3,4,3,19,1967.0,2.86,33000000
92.0,4.0,3,4,3,24,1993.0,2.86,52500000
47.0,2.0,3,0,2,24,2019.0,2.86,38000000
28.0,1.0,3,4,1,0,1970.0,2.86,16500000
46.0,2.0,3,0,3,0,1974.0,2.86,24000000
89.0,3.0,3,0,2,28,2018.0,2.86,54000000
69.2,3.0,3,2,3,24,1993.0,2.86,36500000
85.0,4.0,3,4,3,19,1992.0,2.86,53000000
31.0,1.0,3,4,3,24,1974.0,2.86,20700000
41.7,1.0,3,4,2,19,2014.0,2.86,33500000
63.0,3.0,3,0,3,11,1974.0,2.7,34000000
52.0,2.0,3,4,3,24,1985.0,2.86,31000000
50.0,1.0,3,4,2,0,2017.0,2.86,34000000
56.5,2.0,3,4,2,1,2007.0,2.86,37000000
36.6,1.0,3,2,3,29,1982.0,2.86,22500000
75.0,3.0,3,4,3,29,1983.0,2.86,43500000
42.0,1.0,3,0,1,11,1969.0,2.7,21500000
16.0,1.0,3,4,1,23,1979.0,2.86,10000000
54.0,2.0,3,0,3,27,1991.0,2.86,34000000
58.3,2.0,3,4,2,24,2005.0,2.86,43500000
52.0,2.0,3,4,3,24,1985.0,2.86,32500000
60.0,2.0,3,4,2,24,2018.0,2.86,34000000
36.3,1.0,3,5,2,23,2023.0,2.86,27500000
33.0,1.0,3,3,3,0,1969.0,2.86,17900000
72.0,3.0,3,0,3,11,1990.0,2.86,37000000
52.0,2.0,3,2,3,11,1987.0,2.86,29900000
54.0,2.0,3,4,1,23,1974.0,2.86,40000000
59.0,3.0,3,4,3,19,1974.0,2.86,34000000
50.0,3.0,3,4,3,23,1974.0,2.7,30000000
50.0,1.0,3,4,2,24,2023.0,2.86,37000000
32.0,1.0,3,3,3,19,1964.0,2.86,20900000
33.0,1.0,3,3,2,11,2023.0,2.86,19000000
78.0,3.0,3,4,1,23,1983.0,2.86,44000000
67.0,3.0,3,0,2,26,1993.0,2.8,33000000
75.0,3.0,3,4,3,23,1989.0,2.86,45000000
22.0,1.0,3,4,2,27,2008.0,2.86,18000000
42.0,1.0,3,4,3,27,1990.0,2.86,29000000
91.0,3.0,3,4,1,11,2005.0,2.86,60000000
41.0,1.0,3,4,3,23,1990.0,2.86,30000000
91.0,3.0,3,4,1,11,2005.0,2.86,60000000
41.0,1.0,3,4,3,23,1990.0,2.86,30000000
41.0,1.0,3,4,1,29,1994.0,2.86,31000000
32.0,1.0,3,4,3,0,1967.0,2.86,20000000
32.0,1.0,3,0,3,0,1969.0,2.86,21500000
32.0,1.0,3,4,3,0,1967.0,2.86,20500000
52.0,2.0,3,3,3,24,1985.0,2.86,32500000
44.0,2.0,3,4,3,19,1980.0,2.86,25500000
33.0,1.0,3,4,3,23,1975.0,2.86,25400000
72.0,3.0,3,4,3,11,1990.0,2.86,37000000
79.9,3.0,3,4,2,27,2008.0,2.86,79500000
100.0,4.0,3,4,3,28,1992.0,2.86,57900000
60.0,2.0,3,4,3,28,1992.0,2.86,34000000
60.0,3.0,3,4,3,23,1974.0,2.86,27500000
43.0,2.0,3,2,3,19,1970.0,2.86,24700000
72.0,3.0,3,4,3,29,1987.0,2.86,38000000
45.0,2.0,3,4,3,11,1969.0,2.86,26000000
78.0,3.0,3,4,3,0,1990.0,2.86,45300000
38.4,1.0,3,4,1,24,1989.0,2.86,31000000
99.2,3.0,3,0,2,23,2019.0,2.86,67000000
52.0,2.0,3,4,3,24,1985.0,2.86,32500000
70.0,3.0,3,4,2,24,1994.0,2.86,49500000
33.0,1.0,3,4,3,11,1983.0,2.86,21800000
41.0,1.0,3,0,2,24,2016.0,2.86,32570000
34.0,1.0,3,4,2,3,2017.0,2.86,29000000
58.0,3.0,3,4,3,19,1968.0,2.86,31500000
60.0,3.0,3,4,3,19,1983.0,2.86,39000000
60.0,3.0,3,4,2,11,1967.0,2.86,34000000
120.0,3.0,3,4,2,29,2007.0,2.86,65000000
16.0,1.0,3,0,3,11,1967.0,2.86,10000000
52.0,2.0,3,2,3,24,1985.0,2.86,32500000
150.0,3.0,3,4,2,24,2004.0,2.86,63000000
85.0,4.0,3,4,3,19,1992.0,2.86,53000000
60.0,2.0,3,4,3,28,1991.0,2.86,37000000
42.0,1.0,3,0,3,24,1983.0,2.86,24500000
44.6,2.0,3,4,3,19,1969.0,2.86,30000000
72.0,3.0,3,4,3,11,1990.0,2.86,47500000
46.0,2.0,3,0,3,0,1975.0,2.86,25000000
70.0,3.0,3,4,3,0,1991.0,2.86,42000000
44.0,2.0,3,4,3,19,1969.0,2.86,26500000
75.0,3.0,3,4,1,24,1994.0,2.86,50000000
78.0,2.0,3,1,2,27,2023.0,2.86,34000000
76.0,3.0,3,4,1,26,1992.0,2.86,48000000
58.1,3.0,3,4,3,19,1963.0,2.86,35000000
45.0,2.0,3,4,3,11,1967.0,2.86,28500000
60.0,3.0,3,4,3,19,1963.0,2.86,30500000
72.0,3.0,3,4,3,27,1988.0,2.86,47500000
36.0,1.0,3,4,2,24,2018.0,2.86,31999999
39.0,1.0,3,4,2,27,2005.0,2.86,29499000
23.0,1.0,3,4,1,19,1970.0,2.86,13500000
95.0,2.0,3,4,2,26,2006.0,2.86,52500000
74.0,3.0,3,4,3,23,1989.0,2.86,47000000
19.0,1.0,3,4,1,11,1968.0,2.86,12500000
57.0,2.0,3,4,3,29,1989.0,2.86,37300000
91.0,3.0,3,4,2,1,2021.0,2.86,75000000
70.0,3.0,3,4,3,28,1985.0,2.86,41000000
94.0,3.0,3,4,2,0,2006.0,2.86,59000000
60.0,3.0,3,4,3,0,1964.0,2.86,31000000
68.0,3.0,3,4,3,19,1991.0,2.86,46000000
55.5,2.0,3,4,3,0,1985.0,2.86,32000000
33.0,1.0,3,4,3,11,1964.0,2.86,22300000
52.0,2.0,3,4,2,26,2019.0,2.86,47500000
60.0,2.0,3,4,2,24,2018.0,2.86,34000000
75.0,3.0,3,4,3,23,1991.0,2.86,45500000
37.0,1.0,3,4,2,2,2017.0,2.86,29900000
45.0,2.0,3,4,3,11,1968.0,2.86,28000000
58.0,2.0,3,4,3,29,1992.0,2.86,38500000
100.0,3.0,3,4,2,27,2018.0,2.86,69999999
73.0,3.0,3,3,2,1,2023.0,2.86,45000000
98.6,3.0,3,4,2,19,2009.0,2.86,59000000
70.0,3.0,3,4,3,27,1987.0,2.86,41000000
71.0,3.0,3,4,3,19,1990.0,2.86,42000000
76.0,3.0,3,4,3,23,1983.0,2.86,43000000
14.0,1.0,3,0,1,28,1982.0,2.86,10500000
58.0,3.0,3,4,2,19,1970.0,2.86,35000000
32.0,1.0,3,4,3,11,1969.0,2.86,20500000
60.0,2.0,3,4,2,24,2018.0,2.86,34000000
39.0,1.0,3,4,3,11,1986.0,2.86,25500000
45.5,1.0,3,1,2,0,2023.0,2.86,28500000
78.0,3.0,3,4,3,29,1992.0,2.86,48000000
70.0,3.0,3,4,1,0,1987.0,2.86,50000000
45.0,2.0,3,4,3,0,1963.0,2.86,28000000
33.7,1.0,3,4,3,23,1979.0,2.86,24000000
33.0,1.0,3,4,3,0,1968.0,2.86,21000000
44.0,2.0,3,4,3,0,1966.0,2.86,26500000
48.0,1.0,3,4,2,6,2018.0,2.86,35000000
80.0,3.0,3,4,2,3,2012.0,2.86,66000000
70.0,3.0,3,4,3,24,1990.0,2.86,39000000
100.0,3.0,3,4,2,27,2015.0,2.86,69000000
40.1,1.0,3,3,2,6,2023.0,2.86,27900000
44.6,1.0,3,1,2,29,2023.0,2.86,36666000
46.0,2.0,3,2,3,11,1964.0,2.86,30000000
43.0,1.0,3,0,2,2,2023.0,2.86,32000000
16.0,1.0,3,2,3,11,1960.0,2.86,13000000
63.0,3.0,3,4,3,11,1970.0,2.86,38500000
97.0,3.0,3,1,2,26,2022.0,2.86,47500000
60.0,3.0,3,4,3,0,1967.0,2.86,41000000
43.0,1.0,3,4,2,0,2016.0,2.86,37500000
63.0,3.0,3,4,2,23,2021.0,2.86,60000000
60.0,3.0,3,2,3,11,1965.0,2.86,35000000
63.0,3.0,3,4,2,23,2021.0,2.86,60000000
60.0,3.0,3,2,3,11,1965.0,2.86,35000000
14.0,1.0,3,0,1,19,1975.0,2.86,12500000
35.0,1.0,3,4,3,19,1968.0,2.7,23000000
220.0,5.0,3,0,2,28,2008.0,2.86,105000000
78.3,3.0,3,2,1,23,1995.0,2.86,52000000
60.0,3.0,3,4,3,0,1962.0,2.86,36000000
64.0,2.0,3,5,2,11,2023.0,2.86,42000000
70.0,3.0,3,4,3,23,1987.0,2.86,44000000
48.0,2.0,3,4,3,23,1969.0,2.86,30000000
40.0,2.0,3,4,2,28,2008.0,2.86,38500000
41.0,1.0,3,4,3,11,1989.0,2.86,25000000
75.0,3.0,3,4,2,11,2021.0,2.86,62000000
20.0,1.0,3,4,1,24,1979.0,2.86,14000000
43.0,1.0,3,4,3,29,1993.0,2.86,29000000
33.0,1.0,3,0,2,1,2013.0,2.86,24000000
16.0,1.0,3,4,1,19,2019.0,2.86,15300000
56.2,2.0,3,4,2,26,2003.0,2.86,39000000
57.4,3.0,3,4,3,23,1972.0,2.86,43000000
56.14,2.0,3,1,2,26,2024.0,2.86,28900000
55.0,2.0,3,4,3,0,1985.0,2.86,32000000
66.0,3.0,3,3,1,0,1990.0,2.86,45000000
60.0,3.0,3,4,2,28,2018.0,2.86,35000000
57.7,2.0,3,0,3,24,1983.0,2.86,31500000
66.0,3.0,3,2,3,11,1989.0,2.86,45000000
66.0,3.0,3,4,3,11,1983.0,2.86,39800000
39.0,1.0,3,2,1,19,1994.0,2.86,28000000
53.3,2.0,3,2,2,0,1998.0,2.86,42000000
59.0,3.0,3,4,3,11,1980.0,2.86,38000000
82.6,4.0,3,2,3,0,1990.0,2.86,40500000
54.2,2.0,3,4,3,29,1992.0,2.86,41500000
58.0,3.0,3,4,3,0,1972.0,2.86,33000000
33.0,1.0,3,0,3,0,1964.0,2.86,21000000
36.0,1.0,3,0,1,24,1980.0,2.86,27500000
94.0,4.0,3,4,3,29,1993.0,2.86,59500000
45.0,2.0,3,2,3,23,1967.0,2.86,24700000
62.0,3.0,3,4,3,24,1982.0,2.86,35000000
52.0,2.0,3,2,3,24,1984.0,2.86,29000000
75.0,3.0,3,4,3,27,1979.0,2.86,52000000
51.0,2.0,3,0,2,30,1991.0,2.86,33500000
70.5,2.0,3,5,2,24,2023.0,2.86,34000000
70.0,3.0,3,4,3,23,1982.0,2.86,55000000
