"Площадь, м²",Комнаты,Местоположение,Состояние,Тип дома,Этаж,Год постройки,Потолки,Цена
78.9,3.0,7,0,1,30,2022.0,3.2,51285000
60.0,1.0,7,4,2,7,2012.0,2.86,27700000
72.0,2.0,7,4,2,19,2022.0,2.86,32500000
35.0,1.0,7,0,2,26,2023.0,2.86,20500000
108.0,2.0,7,4,2,28,2012.0,2.86,38500000
83.5,3.0,7,0,2,26,2020.0,2.86,50000000
93.0,3.0,7,4,0,24,2023.0,2.86,39000000
39.46,1.0,7,0,2,23,2023.0,2.86,23000000
45.0,1.0,7,1,2,26,2020.0,2.86,24000000
62.77,2.0,7,4,2,26,2023.0,2.86,32000000
56.0,2.0,7,4,2,23,2019.0,2.86,30000000
34.0,1.0,7,4,2,19,2023.0,2.86,22500000
153.0,4.0,7,4,2,0,2023.0,2.86,120000000
58.6,1.0,7,4,2,6,2012.0,2.86,27500000
28.0,1.0,7,2,2,27,2019.0,2.86,16500000
40.0,1.0,7,4,2,26,2023.0,2.86,21000000
40.0,2.0,7,4,2,23,2023.0,2.86,22500000
61.0,2.0,7,0,2,28,2022.0,2.86,41000000
65.0,2.0,7,0,2,24,2013.0,2.86,40000000
59.0,1.0,7,4,2,1,2012.0,2.86,30000000
40.0,1.0,7,5,2,24,2023.0,2.86,17000000
28.0,1.0,7,4,2,0,2019.0,2.86,17700000
74.4,3.0,7,2,1,0,1985.0,2.86,44900000
45.0,2.0,7,4,2,23,2019.0,2.86,25000000
56.0,2.0,7,4,2,19,2021.0,2.86,52000000
50.0,2.0,7,1,2,23,2019.0,2.86,25000000
62.7,2.0,7,4,2,26,2018.0,2.86,35000000
142.0,3.0,7,4,2,0,2012.0,2.86,135000000
52.0,1.0,7,4,2,24,2019.0,2.86,23500000
71.0,3.0,7,0,2,27,2023.0,2.86,45000000
59.0,2.0,7,4,2,19,2019.0,2.86,29900000
49.0,1.0,7,4,2,26,2022.0,2.86,25500000
43.1,1.0,7,4,2,0,2018.0,2.86,23000000
35.0,1.0,7,0,2,19,2023.0,2.86,17000000
76.0,3.0,7,0,2,11,2019.0,2.8,36500000
61.0,2.0,7,0,2,28,2022.0,2.86,41000000
65.0,2.0,7,0,2,24,2013.0,2.86,40000000
60.0,2.0,7,0,2,11,2019.0,2.7,23000000
108.0,2.0,7,4,2,6,2013.0,2.86,45000000
98.0,3.0,7,5,2,23,2022.0,2.86,38000000
69.0,2.0,7,4,2,19,2019.0,2.86,29000000
26.0,1.0,7,4,2,27,2022.0,2.86,15700000
80.0,3.0,7,4,2,26,2022.0,2.86,37500000
48.0,1.0,7,5,2,0,2023.0,2.86,20800000
49.2,1.0,7,0,2,26,2017.0,2.86,27500000
75.0,3.0,7,4,2,0,2017.0,2.86,38500000
109.0,3.0,7,4,1,11,2022.0,2.86,90000000
108.0,2.0,7,0,2,7,2012.0,2.86,30000000
77.14,2.0,7,1,2,27,2022.0,2.86,28900000
72.2,2.0,7,1,2,27,2022.0,2.86,26950000
40.3,1.0,7,2,2,0,2024.0,2.86,14911000
69.0,3.0,7,0,2,28,2022.0,2.8,24000000
69.8,3.0,7,4,2,28,2022.0,2.86,28000000
35.0,1.0,7,4,2,19,2022.0,2.86,22000000
74.0,3.0,7,4,2,0,2020.0,2.86,70000000
41.0,1.0,7,4,2,1,2019.0,2.86,20000000
47.0,2.0,7,4,2,23,2022.0,2.86,27000000
57.1,2.0,7,5,2,19,2022.0,2.86,42000000
48.0,2.0,7,0,2,11,2019.0,2.86,21000000
52.0,2.0,7,0,2,2,2023.0,2.8,25000000
62.0,2.0,7,0,2,23,2023.0,2.86,24000000
38.0,1.0,7,4,3,0,1983.0,2.86,14100000
142.85,4.0,7,0,1,11,2023.0,2.86,102509000
60.2,2.0,7,4,2,28,2021.0,2.86,39000000
42.4,1.0,7,4,2,26,2019.0,2.86,25000000
40.0,1.0,7,5,2,24,2023.0,2.86,17000000
82.0,3.0,7,4,2,0,2022.0,2.86,38000000
40.0,1.0,7,0,2,24,2023.0,2.86,17500000
129.0,3.0,7,4,2,24,2008.0,2.86,93000000
129.0,3.0,7,4,2,24,2008.0,2.86,93000000
121.0,3.0,7,0,1,11,2023.0,3.0,93930000
111.0,3.0,7,0,1,11,2023.0,2.86,86853000
65.0,1.0,7,4,2,3,2014.0,2.86,30500000
52.0,2.0,7,4,2,29,2022.0,2.86,23500000
90.0,3.0,7,0,2,27,2020.0,2.86,42000000
31.0,1.0,7,0,2,11,2019.0,2.86,18000000
51.1,2.0,7,4,3,11,1989.0,2.86,24000000
83.0,2.0,7,4,2,19,2020.0,2.86,60000000
40.0,1.0,7,4,2,19,2018.0,2.86,21500000
68.0,2.0,7,5,2,23,2023.0,2.86,48000000
165.0,4.0,7,4,2,3,2012.0,2.86,65000000
40.0,1.0,7,4,2,19,2018.0,2.86,21500000
165.0,4.0,7,4,2,3,2012.0,2.86,65000000
68.0,2.0,7,5,2,23,2023.0,2.86,48000000
28.0,1.0,7,0,2,0,2019.0,2.86,17700000
31.0,1.0,7,4,2,24,2019.0,2.86,18500000
41.0,1.0,7,0,2,24,2017.0,2.7,17500000
92.0,3.0,7,4,2,19,2019.0,2.86,43000000
88.72,3.0,7,1,2,23,2023.0,2.86,73000000
90.0,3.0,7,0,2,27,2020.0,2.86,42000000
40.0,1.0,7,5,2,24,2023.0,2.86,17000000
52.0,2.0,7,4,2,29,2022.0,2.86,23500000
65.0,1.0,7,4,2,3,2014.0,2.86,30500000
111.0,3.0,7,0,1,11,2023.0,2.86,86853000
121.0,3.0,7,0,1,11,2023.0,3.0,93930000
35.0,1.0,7,0,2,23,2023.0,2.86,16500000
53.0,1.0,7,0,2,24,2022.0,2.8,20500000
57.0,2.0,7,0,2,29,2022.0,2.86,32000000
40.0,1.0,7,0,2,24,2022.0,2.86,20200000
36.0,1.0,7,0,2,24,2023.0,2.86,16300000
32.0,1.0,7,0,2,28,2023.0,2.86,15000000
40.0,1.0,7,4,2,19,2023.0,2.86,25000000
12.4,1.0,7,0,2,0,2018.0,2.86,5000000
50.1,2.0,7,0,2,19,2022.0,2.86,26350000
31.4,1.0,7,0,2,23,2023.0,2.86,16200000
31.32,1.0,7,0,2,23,2023.0,2.86,16200000
70.0,2.0,7,4,2,0,2022.0,2.86,35000000
31.4,1.0,7,0,2,23,2023.0,2.86,16200000
31.32,1.0,7,0,2,23,2023.0,2.86,16200000
81.0,3.0,7,0,2,11,2022.0,2.86,42500000
133.0,3.0,7,4,2,26,2012.0,2.86,65000000
65.9,3.0,7,3,0,23,2023.0,2.86,30000000
40.0,2.0,7,5,2,26,2022.0,2.86,19931400
160.3,4.0,7,4,2,2,2012.0,2.86,55000000
56.0,1.0,7,4,2,23,2020.0,2.86,40000000
66.8,2.0,7,4,2,24,2020.0,2.86,36000000
63.0,2.0,7,4,0,28,2021.0,2.86,42000000
68.0,3.0,7,5,3,1,2023.0,2.86,28500000
64.0,1.0,7,2,2,6,2012.0,2.86,26500000
39.0,1.0,7,5,2,28,2023.0,2.86,19000000
104.0,3.0,7,5,2,11,2018.0,2.86,66000000
22.1,1.0,7,0,2,11,2022.0,2.86,7200000
39.0,1.0,7,4,2,24,2022.0,2.86,27300000
38.0,1.0,7,3,2,24,2023.0,2.86,23500000
164.0,4.0,7,4,2,6,2014.0,2.86,60000000
60.0,2.0,7,1,2,0,2021.0,2.86,25000000
75.0,3.0,7,4,2,23,2019.0,2.86,40000000
30.0,1.0,7,5,2,19,2022.0,2.86,15200000
67.4,2.0,7,4,2,26,2013.0,2.86,56000000
90.0,2.0,7,4,2,24,2013.0,2.86,30500000
45.0,2.0,7,4,2,1,2020.0,2.86,25500000
64.0,2.0,7,4,2,0,2011.0,2.86,44000000
59.0,3.0,7,4,2,28,2020.0,2.86,30500000
39.0,1.0,7,0,2,11,2023.0,2.86,22000000
53.0,3.0,7,4,1,24,2023.0,2.86,24500000
73.2,3.0,7,4,2,29,2022.0,2.86,46500000
40.4,1.0,7,4,2,0,2022.0,2.86,24500000
72.0,3.0,7,4,2,3,2020.0,2.86,48000000
40.0,1.0,7,4,2,26,2023.0,2.86,23500000
63.0,2.0,7,4,1,29,2015.0,2.86,52000000
132.0,3.0,7,4,2,7,2012.0,2.86,38888888
40.0,1.0,7,3,2,29,2023.0,2.86,17800000
28.0,1.0,7,4,2,0,2019.0,2.86,17700000
63.0,2.0,7,4,2,29,2020.0,2.86,30000000
40.0,1.0,7,4,2,3,2023.0,2.86,31000000
26.7,1.0,7,0,2,11,2023.0,2.8,13500000
71.0,3.0,7,4,3,1,2020.0,2.86,43500000
39.0,1.0,7,4,2,2,2023.0,2.86,26000000
17.0,1.0,7,4,1,23,2017.0,2.7,13500000
36.0,1.0,7,0,1,23,1986.0,2.86,30000000
150.0,5.0,7,0,2,23,2009.0,2.86,73000000
28.0,1.0,7,4,2,19,2019.0,2.86,17500000
28.8,1.0,7,4,2,27,2022.0,2.86,17500000
60.0,2.0,7,4,2,4,2023.0,2.86,38500000
40.0,1.0,7,5,2,26,2024.0,2.86,15000000
47.4,1.0,7,0,2,11,2023.0,2.86,21000000
40.0,1.0,7,0,2,29,2023.0,2.86,17800000
31.0,1.0,7,0,2,1,2022.0,2.86,19500000
77.0,3.0,7,4,2,0,2020.0,2.86,61000000
80.0,3.0,7,4,2,11,2020.0,2.86,40900000
76.5,3.0,7,0,2,11,2020.0,2.86,64500000
68.0,3.0,7,3,2,24,1990.0,2.8,30000000
31.0,1.0,7,4,2,11,2021.0,2.86,18000000
20.0,1.0,7,2,2,0,2016.0,2.86,11300000
64.0,1.0,7,4,2,5,2012.0,2.86,25500000
66.0,1.0,7,4,2,7,2012.0,2.86,28500000
58.4,3.0,7,1,2,29,2021.0,2.86,33500000
46.0,1.0,7,4,2,26,2023.0,2.86,30500000
26.0,1.0,7,0,2,24,2023.0,2.86,14800000
64.0,1.0,7,4,2,5,2012.0,2.86,25500000
60.0,2.0,7,4,2,19,2008.0,2.86,50000000
27.7,1.0,7,4,1,11,2020.0,2.86,25000000
47.47,1.0,7,5,2,26,2023.0,2.86,22000000
18.0,1.0,7,4,2,19,2014.0,2.86,11500000
62.0,2.0,7,4,2,19,2019.0,2.86,31500000
63.0,2.0,7,4,1,29,2015.0,2.86,52000000
59.0,2.0,7,4,2,11,2021.0,2.86,37000000
56.6,2.0,7,4,2,19,2024.0,2.86,28300000
98.0,3.0,7,4,2,24,2019.0,2.86,39500000
71.0,2.0,7,4,2,26,2019.0,2.86,29500000
90.0,3.0,7,4,2,0,2023.0,2.86,65000000
71.0,2.0,7,4,2,26,2019.0,2.86,29500000
90.0,3.0,7,4,2,0,2023.0,2.86,65000000
39.0,1.0,7,5,2,28,2023.0,2.86,21000000
396.0,8.0,7,4,1,11,2009.0,2.86,168000000
60.0,2.0,7,4,2,0,2019.0,2.86,32500000
87.0,3.0,7,0,2,26,2022.0,2.86,52000000
57.0,2.0,7,4,2,24,2018.0,2.86,27500000
63.0,1.0,7,4,2,11,2012.0,2.86,31000000
47.0,1.0,7,0,2,26,2019.0,2.8,19300000
26.0,1.0,7,4,2,19,2022.0,2.86,16000000
98.0,2.0,7,0,2,23,2012.0,2.8,33500000
48.0,2.0,7,4,2,26,2019.0,2.86,24500000
87.2,3.0,7,2,2,29,2013.0,2.86,57000000
111.3,4.0,7,4,2,3,2023.0,2.86,67000000
40.0,1.0,7,4,2,11,2014.0,2.86,18800000
33.34,1.0,7,1,2,23,2024.0,2.86,16500000
129.0,3.0,7,0,2,24,2008.0,2.86,95000000
64.0,1.0,7,4,2,5,2012.0,2.86,25500000
58.0,2.0,7,4,2,29,2019.0,2.86,30000000
42.0,1.0,7,0,2,1,2013.0,2.86,35000000
63.5,2.0,7,4,2,29,2010.0,2.86,49000000
72.0,2.0,7,0,2,24,2022.0,2.86,27400000
56.9,2.0,7,4,2,19,2019.0,2.86,40000000
93.0,2.0,7,4,2,11,2012.0,2.86,58000000
32.0,1.0,7,4,2,26,2021.0,2.86,19600000
60.0,2.0,7,2,2,26,2018.0,2.86,27000000
48.0,2.0,7,3,2,11,2019.0,2.86,21000000
55.0,1.0,7,1,2,23,2020.0,2.86,39000000
50.0,2.0,7,0,2,11,2013.0,2.9,40000000
51.0,2.0,7,4,2,29,2019.0,2.86,26000000
98.0,3.0,7,4,2,24,2019.0,2.86,39000000
44.0,1.0,7,4,2,0,2018.0,2.86,21000000
53.4,2.0,7,0,2,23,2023.0,2.86,33000000
100.0,2.0,7,4,2,7,2012.0,2.86,43000000
56.0,1.0,7,4,2,0,2012.0,2.86,30000000
53.5,2.0,7,4,2,11,2012.0,2.86,41000000
42.0,2.0,7,4,2,3,2022.0,2.86,27000000
68.0,2.0,7,4,2,26,2020.0,2.86,38000000
40.0,1.0,7,0,2,2,2023.0,2.86,21500000
52.0,2.0,7,4,2,19,2022.0,2.86,27500000
49.8,2.0,7,5,2,26,2019.0,2.86,18500000
100.0,4.0,7,0,2,24,2022.0,2.86,38500000
33.0,1.0,7,4,2,0,2020.0,2.86,20500000
62.0,2.0,7,5,2,0,2023.0,2.86,22300000
40.0,1.0,7,0,2,24,2020.0,2.86,26000000
35.0,1.0,7,4,2,23,2021.0,2.86,18500000
28.0,1.0,7,4,2,28,2019.0,2.86,17700000
40.0,1.0,7,0,2,27,2023.0,2.86,23500000
28.0,1.0,7,4,2,23,2020.0,2.86,17700000
58.7,1.0,7,4,2,28,2012.0,2.86,26000000
65.0,2.0,7,0,1,0,2024.0,2.86,22800000
106.4,3.0,7,4,2,6,2012.0,2.86,49500000
44.0,1.0,7,4,2,29,2021.0,2.86,22000000
51.0,2.0,7,1,2,19,2019.0,2.86,24500000
77.0,3.0,7,4,2,24,2013.0,2.86,59500000
42.0,1.0,7,4,2,26,2019.0,2.86,22000000
63.0,2.0,7,0,2,23,2019.0,2.86,35500000
35.0,1.0,7,5,2,0,2022.0,2.86,20000000
26.0,1.0,7,4,2,24,2019.0,2.86,17500000
54.4,2.0,7,4,2,19,2023.0,2.86,40000000
31.0,1.0,7,4,2,11,2019.0,2.86,18000000
85.0,3.0,7,4,2,19,2013.0,2.86,63000000
85.2,3.0,7,0,2,27,2012.0,2.86,51000000
97.9,4.0,7,4,1,11,2016.0,2.86,41000000
95.0,3.0,7,4,2,19,2019.0,2.86,43000000
43.0,1.0,7,0,2,28,2018.0,2.86,31000000
136.0,4.0,7,4,2,0,2006.0,2.86,108000000
62.0,2.0,7,4,2,19,2019.0,2.86,31500000
60.0,2.0,7,5,2,26,2023.0,2.86,33500000
61.7,2.0,7,5,2,26,2023.0,2.86,26500000
47.5,2.0,7,0,2,24,2023.0,2.86,21500000
71.0,2.0,7,4,2,11,2019.0,2.86,33000000
175.0,6.0,7,1,1,19,2023.0,2.86,98000000
65.0,1.0,7,4,2,5,2012.0,2.86,25500000
82.5,4.0,7,2,3,24,1987.0,2.86,42000000
120.0,4.0,7,4,2,4,2012.0,2.86,37995999
13.0,1.0,7,0,2,23,1968.0,2.86,10300000
71.0,2.0,7,4,2,11,2019.0,2.86,32990000
65.0,2.0,7,4,2,28,2012.0,2.86,29000000
63.1,1.0,7,5,2,19,2022.0,2.86,47000000
57.0,2.0,7,4,2,0,2022.0,2.86,33000000
62.3,2.0,7,4,2,24,2019.0,2.86,34500000
72.8,3.0,7,4,2,19,2019.0,2.86,39500000
75.0,2.0,7,5,2,0,2023.0,2.86,31000000
44.0,1.0,7,4,2,0,2019.0,2.86,20800000
61.0,2.0,7,2,2,23,2018.0,2.86,27000000
45.0,1.0,7,4,2,23,2019.0,2.86,22000000
28.0,1.0,7,0,2,23,2017.0,2.86,18000000
85.0,3.0,7,4,2,27,2020.0,2.86,55000000
36.7,1.0,7,4,2,19,2023.0,2.86,25000000
47.0,1.0,7,4,2,29,2019.0,2.86,27800000
49.8,2.0,7,5,2,26,2019.0,2.86,18500000
55.0,2.0,7,2,2,24,2019.0,2.86,24500000
49.0,1.0,7,5,2,19,2023.0,2.86,35500000
40.0,1.0,7,0,2,3,2019.0,2.86,23500000
28.0,1.0,7,4,2,28,2019.0,2.86,17700000
42.0,1.0,7,4,2,3,2019.0,2.86,23000000
28.0,1.0,7,5,2,23,2019.0,2.86,14500000
150.0,5.0,7,4,2,23,2009.0,2.86,73000000
25.0,1.0,7,2,1,11,1989.0,2.86,15000000
45.0,2.0,7,4,2,23,2019.0,2.86,25000000
61.9,2.0,7,4,2,26,2020.0,2.86,32300000
28.0,1.0,7,4,2,0,2021.0,2.86,16200000
91.0,3.0,7,4,2,11,2020.0,2.86,55000000
71.0,2.0,7,4,2,27,2021.0,2.86,35500000
65.0,2.0,7,4,2,11,2021.0,2.86,32500000
88.9,3.0,7,4,2,28,2022.0,2.86,55000000
68.5,2.0,7,0,2,28,2021.0,2.86,34900000
34.0,1.0,7,4,2,26,2022.0,2.86,24500000
73.0,3.0,7,0,2,28,2021.0,2.86,38000000
130.0,3.0,7,4,2,26,2012.0,2.86,70000000
30.6,1.0,7,5,2,24,2023.0,2.86,16000000
40.58,1.0,7,1,2,24,2024.0,2.86,7999990
58.0,2.0,7,4,2,26,2022.0,2.86,27000000
44.0,2.0,7,4,3,24,2013.0,2.86,31000000
49.6,1.0,7,4,2,28,2021.0,2.86,28500000
62.0,2.0,7,4,2,29,2018.0,2.86,33000000
80.0,3.0,7,0,2,29,2020.0,2.86,60000000
160.0,4.0,7,4,2,24,2012.0,2.86,75000000
60.0,1.0,7,4,2,7,2016.0,2.86,22000000
92.0,3.0,7,4,1,0,1970.0,2.86,35000000
30.5,1.0,7,0,2,27,2023.0,2.7,16500000
45.0,1.0,7,4,2,19,2019.0,2.86,25000000
78.0,3.0,7,0,2,0,2020.0,2.86,66000000
40.0,1.0,7,0,2,0,2023.0,2.86,28000000
89.0,3.0,7,5,2,23,2022.0,2.86,75412000
74.0,3.0,7,4,2,11,2022.0,2.86,50000000
57.03,2.0,7,0,2,19,2022.0,2.8,25000000
35.0,1.0,7,4,2,26,2019.0,2.86,19500000
51.0,1.0,7,0,2,11,2023.0,2.86,21000000
66.9,2.0,7,5,2,23,2022.0,2.86,29000000
62.0,2.0,7,4,2,27,2022.0,2.86,40000000
52.0,2.0,7,1,2,11,2023.0,2.86,29500000
76.0,3.0,7,4,2,0,2019.0,2.86,36000000
48.0,1.0,7,1,2,19,2023.0,2.86,23000000
60.4,2.0,7,1,2,11,2023.0,2.86,39500000
47.0,1.0,7,5,2,24,2023.0,2.86,21500000
71.0,2.0,7,5,2,26,2023.0,2.86,31000000
17.6,1.0,7,4,2,0,2014.0,2.86,9000000
24.4,1.0,7,4,2,1,2022.0,2.86,17000000
105.0,3.0,7,4,2,0,2008.0,2.86,100000000
150.0,4.0,7,4,2,26,2017.0,2.86,130000000
75.0,3.0,7,0,2,27,2019.0,2.86,43000000
99.0,3.0,7,4,2,26,2023.0,2.86,40000000
60.0,2.0,7,4,2,27,2022.0,2.86,33000000
45.3,1.0,7,4,2,27,2012.0,2.86,29500000
48.0,1.0,7,5,2,29,2023.0,2.86,21500000
36.0,1.0,7,0,3,0,1983.0,2.86,14200000
47.1,1.0,7,4,2,23,2022.0,2.86,28000000
78.8,3.0,7,4,2,19,2013.0,2.86,62500000
98.0,3.0,7,5,2,23,2023.0,2.86,38000000
45.3,1.0,7,0,2,27,2013.0,2.86,31000000
85.2,3.0,7,0,2,27,2013.0,2.86,61500000
48.0,2.0,7,5,2,11,2019.0,2.86,21000000
51.0,1.0,7,4,2,28,2008.0,2.86,25000000
90.0,3.0,7,4,2,28,2021.0,2.86,38500000
40.0,1.0,7,4,2,28,2019.0,2.86,24000000
36.0,1.0,7,4,2,0,2019.0,2.86,20500000
40.3,1.0,7,4,2,30,2020.0,2.86,30000000
92.0,3.0,7,4,2,19,2019.0,2.86,43000000
77.0,2.0,7,4,2,1,2023.0,2.86,35000000
40.0,1.0,7,4,2,23,2018.0,2.86,21500000
60.0,2.0,7,4,1,19,2018.0,2.86,44000000
98.8,2.0,7,0,2,28,2012.0,2.86,33000000
61.0,2.0,7,0,2,27,2023.0,2.86,25500000
27.5,1.0,7,5,2,23,2021.0,2.86,15000000
38.4,1.0,7,0,2,19,2019.0,2.86,21000000
40.0,1.0,7,4,2,1,2019.0,2.86,21500000
78.0,3.0,7,4,3,23,2021.0,2.86,33800000
31.0,1.0,7,5,2,24,2022.0,2.86,13700000
108.0,3.0,7,0,2,11,2023.0,2.7,56000000
31.4,1.0,7,5,2,19,2023.0,2.86,15000000
33.8,1.0,7,0,2,0,2019.0,2.86,20000000
75.0,2.0,7,3,2,11,2022.0,2.86,30000000
123.0,3.0,7,4,2,23,2023.0,2.86,123000000
34.0,1.0,7,4,2,23,2020.0,2.86,19500000
45.0,2.0,7,0,2,30,2023.0,2.86,26500000
85.1,3.0,7,4,2,11,2011.0,2.86,65000000
88.72,3.0,7,1,2,23,2023.0,2.86,88700000
48.0,1.0,7,0,2,11,2023.0,2.86,22000000
35.0,1.0,7,4,2,29,2020.0,2.86,23000000
83.0,3.0,7,4,2,1,2009.0,2.86,54000000
78.2,2.0,7,4,2,0,2020.0,2.86,40700000
92.0,3.0,7,0,2,23,2015.0,2.86,43000000
129.0,3.0,7,4,2,24,2008.0,2.86,93000000
29.0,1.0,7,0,2,24,2023.0,2.86,20500000
43.0,1.0,7,4,2,23,2022.0,2.86,22000000
51.0,2.0,7,4,2,0,2022.0,2.86,29500000
71.0,2.0,7,4,2,27,2019.0,2.86,29000000
127.1,3.0,7,3,2,26,2012.0,2.86,41000000
26.0,1.0,7,5,0,11,2023.0,2.86,13500000
35.0,1.0,7,0,2,23,2019.0,2.86,18500000
150.0,4.0,7,4,1,19,2009.0,2.86,65000000
76.0,3.0,7,4,2,24,2019.0,2.86,41500000
60.0,2.0,7,1,2,26,2024.0,2.86,25000000
53.0,2.0,7,0,2,26,2023.0,2.86,26000000
62.0,2.0,7,4,2,28,2017.0,2.86,29500000
33.4,1.0,7,0,2,29,2023.0,2.86,24000000
31.0,1.0,7,5,2,11,2023.0,2.86,16600000
31.0,1.0,7,5,2,11,2023.0,2.86,16600000
62.0,2.0,7,4,2,28,2017.0,2.86,29500000
34.0,1.0,7,0,2,11,2024.0,2.86,12500000
40.2,2.0,7,0,2,1,2019.0,2.86,24000000
85.0,3.0,7,4,2,2,2020.0,2.86,55000000
33.0,1.0,7,2,1,24,1984.0,2.86,22000000
80.0,3.0,7,4,2,19,2022.0,2.8,47990000
60.0,2.0,7,1,2,23,2022.0,2.86,27500000
39.23,1.0,7,5,2,29,2023.0,2.86,25000000
55.0,2.0,7,5,2,19,2023.0,2.86,56000000
76.0,3.0,7,4,2,27,2017.0,2.86,37500000
52.0,2.0,7,5,2,26,2021.0,2.86,23000000
92.0,3.0,7,0,2,19,2019.0,2.86,43000000
40.0,2.0,7,4,1,11,2014.0,2.86,24900000
31.0,1.0,7,4,2,26,2022.0,2.86,18000000
57.0,2.0,7,5,2,19,2022.0,2.86,42000000
70.0,2.0,7,0,2,23,2022.0,2.9,32000000
68.7,3.0,7,0,2,29,2022.0,2.86,28300000
68.9,2.0,7,5,2,11,2024.0,2.86,24940000
64.1,2.0,7,5,2,11,2024.0,2.86,23204200
265.0,5.0,7,4,2,0,2012.0,2.86,158000000
40.0,2.0,7,0,3,23,1983.0,2.7,13000000
83.5,3.0,7,4,2,28,2020.0,2.86,45000000
52.0,2.0,7,0,1,19,1980.0,2.86,45000000
54.0,2.0,7,4,3,19,1990.0,2.86,27500000
86.5,3.0,7,4,2,29,2019.0,2.86,40500000
53.0,2.0,7,4,3,11,1990.0,2.86,25000000
67.0,2.0,7,4,2,27,2020.0,2.86,38500000
98.0,3.0,7,4,2,24,2019.0,2.86,40500000
48.0,2.0,7,4,2,19,2019.0,2.86,28000000
91.5,3.0,7,4,2,23,2020.0,2.86,51777777
35.0,1.0,7,5,2,27,2023.0,2.86,17900000
49.0,1.0,7,4,2,19,2021.0,2.86,46000000
70.0,3.0,7,4,2,28,2019.0,2.86,34000000
39.0,1.0,7,0,2,24,2023.0,2.7,22000000
43.4,1.0,7,4,2,23,2019.0,2.86,27000000
108.5,3.0,7,5,2,11,2023.0,2.86,73000000
88.6,3.0,7,0,2,26,2020.0,2.86,40000000
70.0,3.0,7,4,2,29,2019.0,2.86,36000000
32.0,1.0,7,0,2,1,2022.0,2.7,14000000
32.0,1.0,7,0,2,1,2022.0,2.7,14000000
62.0,2.0,7,5,2,11,2023.0,2.86,38900000
64.0,2.0,7,4,2,24,2017.0,2.86,36000000
73.3,3.0,7,4,2,3,2022.0,2.86,55000000
67.0,3.0,7,4,2,2,2023.0,2.86,54990000
51.8,2.0,7,5,2,3,2023.0,2.86,27000000
30.0,1.0,7,4,2,29,2021.0,2.86,19300000
40.0,2.0,7,4,2,27,2019.0,2.86,22000000
36.0,1.0,7,4,1,23,1984.0,2.86,29999999
36.0,1.0,7,4,2,26,2019.0,2.86,19800000
76.0,3.0,7,4,2,29,2019.0,2.86,42000000
47.0,2.0,7,4,2,27,2019.0,2.86,22000000
60.0,2.0,7,2,2,0,2014.0,2.86,23500000
65.0,2.0,7,4,2,6,2020.0,2.86,37000000
132.0,3.0,7,4,2,5,2012.0,2.86,40500000
31.0,1.0,7,0,2,29,2022.0,3.0,18000000
13.0,1.0,7,4,2,24,1985.0,2.86,7500000
31.0,1.0,7,4,2,27,2019.0,2.86,16000000
98.0,2.0,7,0,2,23,2012.0,2.8,33999998
62.0,2.0,7,0,2,0,2019.0,2.86,37000000
28.34,1.0,7,0,2,29,2021.0,2.86,17000000
43.9,1.0,7,4,2,11,2019.0,2.86,25000000
62.0,2.0,7,4,1,0,2021.0,2.86,52000000
47.0,1.0,7,5,2,23,2023.0,2.86,20200000
49.0,2.0,7,4,2,28,2021.0,2.86,28500000
80.4,4.0,7,4,1,24,1988.0,2.86,37000000
74.1,2.0,7,1,2,23,2023.0,2.86,60000000
34.0,1.0,7,4,2,19,2019.0,2.86,20500000
51.7,1.0,7,4,2,24,2023.0,2.86,30000000
67.0,3.0,7,4,2,29,2013.0,2.86,63000000
57.0,2.0,7,0,0,11,1950.0,2.86,19500000
76.0,3.0,7,4,2,0,2019.0,2.86,36000000
39.1,1.0,7,0,2,19,2023.0,2.86,23500000
55.24,1.0,7,5,2,19,2023.0,2.86,31000000
77.2,2.0,7,0,2,0,2020.0,2.86,40200000
61.1,2.0,7,5,2,24,2022.0,2.86,31000000
60.0,2.0,7,4,2,0,2023.0,2.86,34000000
54.0,2.0,7,4,2,29,2021.0,2.86,28000000
72.0,3.0,7,2,2,1,2019.0,2.86,31000000
26.0,1.0,7,5,2,29,2023.0,2.86,13700000
26.0,1.0,7,1,2,24,2023.0,2.86,13900000
37.0,2.0,7,4,3,11,1984.0,2.9,13000000
92.0,3.0,7,0,2,19,2020.0,2.86,48500000
40.0,1.0,7,4,2,28,2022.0,2.86,28500000
55.0,2.0,7,4,2,23,2023.0,2.86,38000000
46.0,1.0,7,4,2,0,2019.0,2.86,22500000
80.0,3.0,7,4,2,24,2020.0,2.86,31500000
75.0,3.0,7,4,2,11,2019.0,2.86,42000000
26.0,1.0,7,0,2,29,2023.0,2.86,12500000
45.0,2.0,7,4,2,23,2022.0,2.86,23300000
58.0,2.0,7,1,2,23,2020.0,2.86,38500000
30.0,1.0,7,4,2,24,2021.0,2.86,18000000
46.0,2.0,7,0,2,11,2023.0,2.86,36000000
57.0,2.0,7,0,2,1,2022.0,2.86,31000000
40.0,1.0,7,4,2,19,2020.0,2.86,25000000
76.0,3.0,7,0,2,24,2019.0,2.7,40000000
71.0,3.0,7,4,3,26,2016.0,2.86,29000000
66.0,2.0,7,4,2,27,2012.0,2.86,56500000
40.0,2.0,7,4,2,27,2020.0,2.86,23200000
61.0,2.0,7,5,2,28,2023.0,2.86,26000000
